ID,source text,Arabic translation,category,context,notes
EL_NPC4312_P010_M030_NPC4312_m,だが、防壁自体に攻撃力があるわけじゃない。\nお守りのような効果のある魔法ってところだな。,ولكن، السور نفسه لا يملك قوة هجومية.\nإنه نوع من السحر الذي يعمل بمثابة تميمة واقية فحسب.,skill_description,,
EL_NPC4313_00,真面目な兵士,جندي جاد,ui,,
EL_NPC4314_00,温厚な兵士,جندي ودود,ui,,
EL_NPC4314_P020_M020_NPC4314_m,なんでも、魔法の盾をもって蛮族を蹴散らしたらしい。\n英雄王のレリーフは、街の南に飾られてるぜ。,يقال إنه هزم البرابرة حاملاً درعًا سحريًا.\nتمثال البطل الملك معلق في جنوب المدينة.,dialogue,,
EL_NPC4314_P050_M010_NPC4314_m,まさか街にいるネコが、ミュー族だったなんて……\nでも、俺はネコが大好きだったから嬉しいな。,لم أتوقع أبدًا أن القطط في المدينة تنتمي لعرق ميو...\nولكني سعيد للغاية لأنني أحب القطط كثيرًا.,dialogue,,
EL_NPC4315_00,活発な冒険家,مغامر نشيط,ui,,
EL_NPC4315_P030_M010_NPC4315_m,さすがエリオットだ。素材調達なんて、朝飯前だな。\n早くユイジーヌに届けてやれよ。,هذا هو إليوت الذي نعرفه. جمع المكونات لعبة أطفال بالنسبة لك.\nأسرع وسلمها إلى يوجين.,item_description,,
EL_NPC4316_00,若々しい兵士,جندي شاب,ui,,
EL_NPC4316_P050_M010_NPC4316_m,最近、やたらと魔物が増えてる気がするんだよな……\nもしかして、加護の魔法が弱まってるのか？,أشعر أن عدد الوحوش يزداد بشكل كبير مؤخرًا...\nهل يعقل أن سحر البركة يضعف؟,dialogue,,
EL_NPC4319,実直な兵士,جندي نزيه,ui,,
EL_NPC4320_00,気さくな冒険家,مغامر ودود,ui,,
EL_NPC4320_P010_M010_NPC4320_m,よお、エリオット！　城に呼ばれたって、\n何か特別な依頼でもあったのか？,أهلاً يا إليوت! سمعت أنه تم استدعاؤك إلى القلعة،\nهل هناك مهمة خاصة؟,quest_description,,
EL_NPC4321_00,誠実な兵士,جندي صادق,ui,,
EL_NPC4322_00,利発な兵士,جندي ذكي,ui,,
EL_NPC4323_00,親しみのある兵士,جندي لطيف,ui,,
EL_NPC4324_00,敬虔な兵士,جندي ورع,ui,,
EL_NPC4324_P010_M010_NPC4324_m,ヒューリア様は普段は『祈りの間』にいらっしゃる。\nそこで街中に加護の魔法を送っておられるのだ。,تتواجد السيدة هيوريا عادةً في «قاعة الصلاة».\nومن هناك، تقوم بنشر سحر البركة في أنحاء المدينة.,dialogue,,
EL_NPC4325_00,勤勉な兵士,جندي مجتهد,ui,,
EL_NPC4326_00,見張りの兵士,جندي حراسة,ui,,
EL_NPC4327_00,律儀な兵士,جندي أمين,ui,,
EL_NPC4327_P010_M010_NPC4327_m,この先は『祈りの間』。姫様が祈りを捧げ、\n加護の魔法を維持しておられる場所だ。,الطريق أمامنا يؤدي إلى «قاعة الصلاة». هذا هو المكان الذي تصلي فيه الأميرة\nوتحافظ فيه على سحر البركة.,dialogue,,
EL_NPC4327_P080_M010_NPC4327_m,この頃は、ミュー族の方々も祈りの間に来られてな、\n加護の魔法の維持に協力してくれているんだ。,في الآونة الأخيرة، يأتي أفراد من عرق ميو أيضًا إلى قاعة الصلاة\nويساعدوننا في الحفاظ على سحر البركة.,dialogue,,
EL_NPC4330_00,好奇心旺盛な冒険家,مغامر فضولي جداً,ui,,
EL_NPC4330_P050_M010_NPC4330_m,お前、最近よく城に出入りしてるみたいじゃないか。\n何か大変な依頼でも受けているのか？,تبدو كأنك تتردد كثيرًا على القلعة مؤخرًا.\nهل قبلت مهمة شاقة ما؟,quest_description,,
EL_NPC4340_00,気弱な冒険家,مغامر متردد,ui,,
EL_NPC4340_P010_M010_NPC4340_m,ひい、ふう、みい……\nうーん、今回の依頼の報酬は今イチだったな。,واحد، اثنان، ثلاثة…\nهمم، لم تكن مكافأة هذه المهمة مجزية للغاية.,quest_description,,
EL_NPC4349,冒険家オリバー,المغامر أوليفر,ui,,
EL_NPC4350,新人冒険家,مغامر مبتدئ,ui,,
EL_NPC4351_00,元気な職人,حرفي نشيط,ui,,
EL_NPC4369,イチル,إيتشيرو,ui,,
EL_NPC4379,サンディ,ساندي,ui,,
EL_NPC4389,ニック,نيك,ui,,
EL_NPC4400_P030_M010_NPC4400_f,ただ魔力が強く生まれたばかりに、姫様はずっと\n加護の魔法を使わなければなりませんでした。,لمجرد أنها ولدت بقوة سحرية هائلة، كان على الأميرة\nاستخدام سحر البركة طوال الوقت.,dialogue,,
EL_NPC4400_P050_M010_NPC4400_f,体が凍りつく前、姫様は加護の魔法を絶やさぬよう、\n祈りの間にいることを選んだのです。,قبل أن يتجمد جسدها، اختارت الأميرة البقاء في قاعة الصلاة\nلضمان عدم انقطاع سحر البركة.,dialogue,,
EL_NPC4400_P060_M010_NPC4400_f,ユイジーヌさんはこの頃、祈りの間に足を運んでは\n研究室に戻って、文献を読み漁っているようですね。,يبدو أن يوجين يتردد على قاعة الصلاة كثيرًا مؤخرًا،\nثم يعود إلى المختبر ليقرأ الوثائق بتمعن.,dialogue,,
EL_NPC4400,姫想いの侍女,وصيفة مخلصة للأميرة,ui,,
EL_NPC4401_P080_M010_NPC4401_f,エリオットさん、先日の兵士たちとの食事会で\nふるまわれた肉料理を覚えていますか？,يا سيد إليوت، هل تتذكر طبق اللحم الذي قُدم في المأدبة\nمع الجنود قبل أيام؟,system_message,,
EL_NPC4401,快活な侍女,وصيفة مرحة,ui,,
EL_NPC4410,姫想いの侍女,وصيفة مخلصة للأميرة,ui,,
EL_NPC4999,兵士,جندي,ui,,
EL_NPC8000,リース,ريس,ui,,
EL_NPC9000,火の鳥クレイドル,طائر النار كرايدل,ui,,
EL_NPC9010,ミュー族の姫,أميرة شعب ميو,ui,,
EL_PCM000_02,未来のエリオット,إليوت المستقبلي,ui,,
EL_PCM000_04,エリオット,إليوت,ui,,
EL_PCM000,エリオット,إليوت,ui,,
EL_PCM0001_P010_M010_PCM0001_m,……受けた依頼は先に済ませないとな。\nまずは、蛮族を倒しにいこう。,...عليّ إنجاز المهمة التي قبلتها أولاً.\nلنذهب ونهزم البرابرة بدايةً.,quest_description,,
EL_PLACT_Z25_A_M010,先に依頼を済ませよう。\n爺さんが落とした物を探さないと。,دعنا ننجز الطلب أولاً.\nعلينا البحث عن الأغراض التي أضاعها العجوز.,quest_description,,
EL_PLACT_Z27_A_M010,今、カイフリードと戦っても返り討ちに遭うだけだ。\nあの剣をなんとかする対策を立てないと……,إذا قاتلنا كايفرايد الآن، فسوف نُهزم بالتأكيد.\nعلينا وضع خطة للتعامل مع هذا السيف...,dialogue,,
EL_RECORD_04,足跡なき泥濘の局地,أرض موحلة بلا آثار,ui,,
EL_RECORD_05,氷霜舞う雪白の局地,أرض الجليد الأبيض الناصع,ui,,
EL_RECORD_06,繁茂する樹陰の局地,منطقة الظلال الوارفة,ui,,
EL_RECORD_07,焦熱なる烈火の局地,منطقة النيران الحارقة,ui,,
EL_RECORD_08,風化せし砂塵の局地,منطقة الرمال المتآكلة,ui,,
EL_RECORD_09,闇を切り裂く者,من يشق الظلمة,ui,,
EL_RECORD_10,水鏡に映る光の残響,صدى الضوء على مرآة الماء,ui,,
EL_RECORD_11,流転する滝の回廊,رواق الشلال المتدفق,ui,,
EL_RECORD_12,赤熱の遺構,الأطلال المتوهجة,ui,,
EL_RECORD_13,影潜む深緑の森,الغابة الخضراء وارفة الظلال,ui,,
EL_RECORD_14,砂牢にて乾き唸る霊獣,الوحش الروحي الذي يزأر عطشاً في سجن الرمل,ui,,FIT-CHECK [short_arabic: وحش يزأر في سجن الرمل]
EL_RECORD_15,氷の静寂が護る神秘,السر الذي تحرسه سكينة الجليد,ui,,"short_arabic: ""سر يحميه هدوء الجليد"" FIT-CHECK"
EL_RECORD_16,暗澹を超えた先に,ما بعد الظلمة الحالكة,ui,,
EL_RECORD_17,未踏の支配者,حاكم الأراضي المجهولة,ui,,
EL_RECORD_18,灰色の村と追憶の旋律,القرية الرمادية ولحن الذكرى,ui,,
EL_RECORD_19,魔導の都と叡智の旋律,عاصمة السحر ولحن الحكمة,ui,,
EL_RECORD_20,草創の里と黎明の旋律,قرية التأسيس ولحن الفجر,ui,,
EL_RECORD_39,静寂に佇む古の秘密,أسرار قديمة قابعة في صمت,ui,,
EL_RECORD_40,秘められた真実の扉,باب الحقيقة الخفية,ui,,
EL_RECORD_41,揺るぎなき意志,إرادة لا تتزعزع,ui,,
EL_RECORD_42,冒険を導く不思議な声,صوت غامض يرشد المغامرة,ui,,
EL_RECORD_43,民を護る者,حامي الشعب,ui,,
EL_RECORD_44,愁苦を抱える者,من يحمل الهموم,ui,,
EL_RECORD_45,こみ上げる痛切,ألم يفيض بالصدر,ui,,
EL_RECORD_46,連なる喜びの種,بذور الفرح المتتالية,ui,,
EL_RECORD_47,胸を過ること,ما يخطر بالبال,ui,,
EL_RECORD_48,かわりのない日々,أيام لا تتغير,ui,,
EL_RECORD_49,回顧と共に,مع استرجاع الذكريات,ui,,
EL_RECORD_50,粛然として,بكل وقار,ui,,
EL_RECORD_51,高まる機運,زخم متزايد,ui,,
EL_RECORD_52,急転直下,تحول مفاجئ,ui,,
EL_RECORD_61,王の間の円舞曲,رقصة الفالس في قاعة الملك,ui,,
EL_RECORD_63,揺らめく夢幻の空,سماء الوهم المتلألئة,ui,,
EL_RECORD_64,古の神殿に潜む謎,لغز يكمن في المعبد القديم,ui,,
EL_RECORD_65,古の神殿に響く念,خواطر تتردد في المعبد القديم,ui,,"short_arabic: ""أفكار المعبد القديم"" FIT-CHECK"
EL_RECORD_66,古の神殿に蠢く邪悪,شر يتحرك في المعبد القديم,ui,,
EL_RECORD_68,立ちはだかる者たち,من يقفون في الطريق,ui,,
EL_RECORD_70,果てることなき憎悪,الكراهية اللامتناهية,ui,,
EL_RECORD_71,希望は何処に,أين الأمل؟,ui,,
EL_RECORD_72,飛翔せし神話,الأسطورة المحلقة,ui,,
EL_RECORD_75,古の神殿に視る希望,الأمل في المعبد القديم,ui,,
EL_RECORD_76,時の彼方に広がる伝承,أساطير تمتد عبر الزمن,ui,,
EL_RECORD_77,ひとしずくの温もり,قطرة من الدفء,ui,,
EL_RECORD_82,平穏の中に残る影,ظلال باقية في السلام,ui,,
EL_RECORD_83,新たな日々の始まり,بداية أيام جديدة,ui,,
EL_RECORD_84,安息の時,وقت الراحة,ui,,
EL_RECORD_85,運命の先に見る夢,حلم يلوح خلف القدر,ui,,
EL_RECORD_87,輝きと共に舞う,الرقص مع الضياء,ui,,
EL_RECORD_88,幸運を運ぶ宝虫,خنفساء الكنز الجالبة للحظ,ui,,
EL_RECORD_89,伝播する恐怖,الرعب المتفشي,ui,,
EL_RECORD_93,輝きの街と守護の旋律,مدينة الضياء ولحن الحماية,ui,,
EL_RECORD_94,崩壊の序章,مقدمة الانهيار,ui,,
EL_RECORD_95,迫りくる影,الظلال المقتربة,ui,,
EL_RECORD_96,轟く風音と共に,مع زئير الرياح,ui,,
EL_RUINS02_SAND_BOSS_KEY_NAME,歯車遺跡の赤鍵,مفتاح أطلال التروس الأحمر,ui,,
EL_RUINS02_SAND_KEY_NAME,歯車遺跡の青鍵,مفتاح أطلال التروس الأزرق,ui,,
EL_RUINS03_WATER_KEY_NAME,水の遺跡の青鍵,مفتاح أطلال الماء الأزرق,ui,,
EL_RUINS04_SNOW_BOSS_KEY_NAME,氷の遺跡の赤鍵,مفتاح أطلال الجليد الأحمر,ui,,
EL_RUINS05_TREE_BOSS_KEY_NAME,森の遺跡の赤鍵,مفتاح أطلال الغابة الأحمر,ui,,
EL_RUINS05_TREE_KEY_NAME,森の遺跡の青鍵,مفتاح أطلال الغابة الأزرق,ui,,
EL_RUINS06_LAVA_BOSS_KEY_NAME,火の遺跡の赤鍵,مفتاح أطلال النار الأحمر,ui,,
EL_S01_N19_1000_02_txt01,蛮族をすべて倒す,القضاء على جميع البرابرة,ui,,
EL_S01_N19_1000_M160_NPC0200_m,それでも――,ومع ذلك...,ui,,
EL_S01_N19_1000_QuestTitle,新たな時代への一歩,خطوة نحو عصر جديد,ui,,
EL_S01_N20_1000_02_txt01,ヒルクに報告する,إبلاغ هيلك,ui,,
EL_S01_N20_1000_04_txt01,ヒルクに報告する,إبلاغ هيلك,ui,,
EL_S01_N20_1000_QuestTitle,過ぎ去りし者への追想,ذكرى الراحلين,ui,,
EL_S01_N25_1000_QuestTitle,誰が為の優しさ,اللطف من أجل من؟,ui,,
EL_S01_N25_1200_M010_C01_01_PCM000_m,脂がのったお魚,سمكة دسمة,ui,,
EL_S01_N25_1200_M010_C01_02_PCM000_m,ヘルシーなお肉,لحم صحي,ui,,
EL_S01_N25_1200_M010_C01_03_PCM000_m,濃厚チーズ,جبنة غنية,ui,,
EL_S01_N25_1200_M010_C01_04_PCM000_m,ほっこりミルク,حليب دافئ,ui,,
EL_S01_N31_1000_QuestTitle,遥かなる夢,حلم بعيد,ui,,
EL_S02_N16_1000_00_txt01,魔法生物を倒す,هزيمة المخلوقات السحرية,ui,,
EL_S02_N16_1000_02_txt01,ヒラルダに報告する,إبلاغ هيرالدا,ui,,
EL_S02_N16_1000_QuestTitle,ある貴婦人の願い,أمنية سيدة نبيلة,ui,,
EL_S02_N17_1000_01_txt01,獣の足跡をたどる,تتبع آثار أقدام الوحش,ui,,
EL_S02_N17_1000_02_txt01,カーターに報告する,إبلاغ كارتر,ui,,
EL_S02_N17_1000_QuestTitle,追憶の香り,عبير الذكريات,ui,,
EL_S02_N17_6000_M030_NPC0060_f,…………？,…………؟,ui,,
EL_S02_N17_6000_M110_NPC0190_m,ご挨拶が遅くなりました、カーターです。\n僕が必ずマオを、そして新しい家族を守ると誓います。,معذرة على التأخر في تقديم نفسي، أنا كارتر.\nأقسم أنني سأحمي ماو وعائلتي الجديدة دائمًا.,dialogue,,
EL_S02_N18_1000_01_txt01,壁画のある場所を探す,البحث عن موقع الجداريات,ui,,
EL_S02_N18_1000_02_txt01,イカロスに報告する,إبلاغ إيكاروس,ui,,
EL_S02_N18_1000_QuestTitle,使命の果てに,في نهاية المهمة,ui,,
EL_S02_N18_2000_M100_FYL000_f,でもさ、この壁画に宝石がはまったってことは……\nイカロスさんが会った人って、もしかしてミュー族？,ولكن، حقيقة وضع الجوهرة في هذه الجدارية تعني...\nهل يعقل أن الشخص الذي التقى به إيكاروس ينتمي لعرق ميو؟,dialogue,,
EL_S02_N21_1000_M220_PCM000_m,再建の時代や加護の時代には\n魔法生物がいっぱいいるだろう？,لا بد أن هناك الكثير من المخلوقات السحرية\nفي عصر إعادة الإعمار وعصر البركة، أليس كذلك؟,dialogue,,
EL_S02_N21_1000_QuestTitle,ワンダフルなお友だち,صديق رائع,ui,,
EL_S02_N22_3000_M180_NPC0150_f,エリオットとの出会いはなかなか刺激的でしたね。\nまさか、魔法生物を壊してしまうなんて……,لقد كان لقائي بكَ يا إليوت مثيرًا للاهتمام.\nلم أتوقع أبدًا أن تقوم بتدمير المخلوق السحري…,dialogue,,
EL_S02_N23_1000_01_txt01,凶暴化した蛮族を探す,البحث عن البرابرة الهائجين,ui,,
EL_S02_N23_1000_02_txt01,凶暴化した蛮族と戦う,محاربة البرابرة الهائجين,ui,,
EL_S02_N23_1000_03_txt01,ファウスタに報告する,إبلاغ فاوستا,ui,,
EL_S02_N23_1000_QuestTitle,ヒルデブラントの研究,أبحاث هيلدبراند,ui,,
EL_S02_N23_2000_M310_NPC0160_m,報酬はなしだ。\nそして、もし次に邪魔するなら容赦はしない。,لن تكون هناك مكافأة.\nوإذا وقفت في طريقي مجددًا، فلن أرحمك.,quest_description,,
EL_S02_N23_3000_M100_NPC0150_f,報酬は私から出しましょう。\n今の気持ちを、決して忘れないでくださいね。,سأقدم لك المكافأة بنفسي.\nأرجو ألا تنسى مشاعرك الحالية أبدًا.,quest_description,,
EL_S02_N32_1000_M040_NPC2101_00_m,なに、簡単な依頼だ。\nとある人物が来たら、追い払ってほしいんだ。,إنها مهمة بسيطة فحسب.\nأريدك أن تطرد شخصًا معينًا إذا جاء إلى هنا.,quest_description,,
EL_S02_N32_2000_M010_FYL000_f,ねえ、エリオット見て！\nマーニーが言ってたのって、あの魔法生物じゃない？,انظر يا إليوت!\nأليس هذا هو المخلوق السحري الذي تحدثت عنه مارني؟,dialogue,,
EL_S03_N10_1000_01_txt01,森の遺跡へ向かう,التوجه إلى أطلال الغابة,ui,,
EL_S03_N10_1000_02_txt01,カロテシアに報告する,إبلاغ كاروتيسيا,ui,,
EL_S03_N10_1000_QuestTitle,カロテシアの歴史講座,درس تاريخ كاروتيسيا,ui,,
EL_S03_N10_3000_M240_NPC0130_f,はるか昔――,منذ زمن بعيد...,ui,,
EL_S03_N11_1000_01_txt01,爆弾を手に入れる,الحصول على القنابل,ui,,
EL_S03_N11_1000_03_txt01,豪快な店主に報告する,إبلاغ صاحب المتجر الودود,ui,,
EL_S03_N11_1000_04_txt01,爆弾を使って岩を壊す,تدمير الصخور بالقنابل,ui,,
EL_S03_N11_1000_QuestTitle,受難を吹き飛ばせ,انسف المحن,ui,,
EL_S03_N11_3000_Explanation,依頼を果たしたエリオットは店主から\n岩を壊すための爆弾を受け取る。,بعد إتمام الطلب، يتلقى إليوت من صاحب المتجر\nقنبلة لتحطيم الصخور.,quest_description,,
EL_S03_N12_1000_01_txt01,ヒューリックを捜す,البحث عن هيوريك,ui,,
EL_S03_N12_1000_02_txt01,ディオナに報告する,إبلاغ ديونا,ui,,
EL_S03_N12_1000_05_txt01,ヒューリックを捜す,البحث عن هيوريك,ui,,
EL_S03_N12_1000_QuestTitle,素直になれない幼馴染,صديق طفولة عنيد,ui,,
EL_S03_N27_1000_03_txt01,ブコナ草を手に入れる,الحصول على عشب بوكونا,ui,,
EL_S03_N28_1000_03_txt01,聖なる樹を探す,البحث عن الشجرة المقدسة,ui,,
EL_S03_N28_1000_04_C01_txt01,聖樹の炎を手に入れる,الحصول على لهب الشجرة المقدسة,ui,,FIT-CHECK [short_arabic: كسب لهب الشجرة المقدسة]
EL_S03_N28_1000_04_txt01,敵をすべて倒す,هزيمة جميع الأعداء,ui,,
EL_S03_N28_1000_QuestTitle,送り火の儀式,طقس نار الوداع,ui,,
EL_S03_N34_1000_QuestTitle,いつか花開くつぼみ,برعم سيتفتح يوماً ما,ui,,
EL_S03_N34_5000_M020_PCM000_m,ということは――,هذا يعني...,ui,,
EL_S04_N01_1000_QuestTitle,思い出の槍,رمح الذكريات,ui,,
EL_S04_N02_1000_02_txt01,レイカに報告する,إبلاغ رايكا,ui,,
EL_S04_N02_1000_QuestTitle,なつかしの弓,قوس الذكريات,ui,,
EL_S04_N03_1000_02_C01_txt01,ウザンの痕跡を探す,البحث عن آثار أوزان,ui,,
EL_S04_N03_1000_02_txt01,北の洞窟へ向かう,التوجه إلى كهر الشمال,ui,,
EL_S04_N04_1000_QuestTitle,優しさをつなげて,نشر اللطف,ui,,
EL_S04_N05_1000_QuestTitle,喧騒と酩酊のはざまで,بين الضجيج والثمالة,ui,,
EL_S04_N06_1000_01_txt01,快活な侍女に話を聞く,التحدث إلى الوصيفة المرحة,ui,,
EL_S04_N06_1000_03_txt01,快活な侍女に報告する,إبلاغ الوصيفة المرحة,ui,,
EL_S04_N06_1000_M020_NPC0030_m,ヒューリアがあのような状態になってしまい、\n加護の魔法は、どんどん弱まってきている。,بما أن هيوريا قد أصبحت في تلك الحالة،\nفإن سحر البركة يضعف باستمرار.,dialogue,,
EL_S04_N06_1000_QuestTitle,ヒカルド王の食事会,مأدبة الملك هيكاردو,ui,,
EL_S04_N06_3000_M030_C01_01_PCM000_m,肉がいいと思うな,أعتقد أن اللحم أفضل,ui,,
EL_S04_N06_3000_M030_C01_02_PCM000_m,魚がいいと思うよ,أعتقد أن السمك أفضل,ui,,
EL_S04_N06_3000_M030_C02_01_PCM000_m,ごろっと切ってくれ,قطعه إلى قطع كبيرة,ui,,
EL_S04_N06_3000_M030_C02_02_PCM000_m,細かく切ってくれ,قطعه إلى قطع صغيرة,ui,,
EL_S04_N06_3000_M030_C03_01_PCM000_m,少なめに入れてくれ,ضع كمية قليلة,ui,,
EL_S04_N06_3000_M030_C03_02_PCM000_m,たっぷり入れよう,لنضع الكثير منه,ui,,
EL_S04_N06_3000_M030_C04_01_PCM000_m,ちょっと待ってくれ,انتظر قليلاً,ui,,
EL_S04_N06_3000_M030_C04_02_PCM000_m,ああ、頼んだよ,أجل، أعتمد عليك,ui,,
EL_S04_N06_3400_Explanation,ヒカルド王はエリオットに感謝を伝える。\n兵士たちの士気も上がり、食事会は成功に終わった。,يعرب الملك هيكاردو عن امتنانه لإليوت.\nارتفعت معنويات الجنود وانتهت المأدبة بنجاح.,dialogue,,
EL_S04_N06_3400_M020_NPC0030_m,感謝の気持ちを込めて\n特別に報酬も弾んでおいたからな。,تعبيرًا عن تقديرنا لك،\nلقد زدنا مكافأتك بشكل خاص.,quest_description,,
EL_S04_N07_1000_QuestTitle,風に舞った憧憬,حنين تذروه الرياح,ui,,
EL_S04_N08_1000_01_C01_txt01,パミル茸を探す,البحث عن فطر بامير,ui,,
EL_S04_N08_1000_02_txt01,蛮族をすべて倒す,القضاء على جميع البرابرة,ui,,
EL_S04_N08_1000_03_txt01,パミル茸を探す,البحث عن فطر بامير,ui,,
EL_S04_N08_1000_05_txt01,祈りの間へ向かう,التوجه إلى قاعة الصلاة,ui,,
EL_S04_N08_2000_M050_FYL000_f,張り切ってるね～,تبدو متحمساً جداً!,ui,,
EL_S04_N08_6000_M420_PCM000_m,ああ、ヒューリアの体力が尽きる前に……\n一刻も早く、魔法を解く方法を見つけ出そう！,أجل، قبل أن تنفد طاقة هيوريا...\nدعونا نجد طريقة لفك هذا السحر في أسرع وقت ممكن!,dialogue,,
EL_S04_N09_1000_01_C01_txt01,オリバーの痕跡を探す,البحث عن آثار أوليفر,ui,,
EL_S04_N09_1000_01_txt01,霧の遺跡へ向かう,التوجه إلى أطلال الضباب,ui,,
EL_S04_N09_1000_QuestTitle,冒険家の忘れ形見,تذكار المغامر,ui,,
EL_S04_N12_4000_M010_C01_01_PCM000_m,面白そうだね,يبدو ذلك ممتعاً,ui,,
EL_S04_N12_5000_M010_C01_02_PCM000_m,手伝いますよ,سأساعدك,ui,,
EL_S04_N12_6000_M010_C01_02_PCM000_m,ゆっくり深呼吸して,خذ نفساً عميقاً ببطء,ui,,
EL_S04_N12_7000_M010_C01_01_PCM000_m,では、お言葉に甘えて,سأقبل عرضك إذاً,ui,,
EL_S04_N24_1000_01_C01_txt01,魔法生物をすべて倒す,القضاء على المخلوقات السحرية,ui,,
EL_S04_N24_1000_02_C01_txt01,魔法生物をすべて倒す,القضاء على المخلوقات السحرية,ui,,
EL_S04_N24_1000_04_txt01,酒場の店主に報告する,إبلاغ صاحب الحانة,ui,,
EL_S04_N24_1000_M140_NPC4200_00_m,……おっと、依頼の話だった。\nどうだ？　受けてくれるか？,...عذرًا، كنا نتحدث عن المهمة.\nما رأيك؟ هل ستقبلها؟,quest_description,,
EL_S04_N24_1000_QuestTitle,我が家の家訓,تقاليد عائلتنا,ui,,
EL_S04_N24_4000_M250_NPC2210_m,積み荷なんて、お金を出せばまた買えます。\nでも人との出会い、繋がりは買うことができません。,يمكن شراء البضائع بالمال مرة أخرى.\nولكن لا يمكن شراء لقاءات الناس وروابطهم أبدًا.,system_message,,
EL_S04_N24_5000_M190_NPC4200_00_m,依頼の件、ほんとにありがとな。\nまた何かあったら、よろしく頼むぜ。,شكرًا جزيلاً لك على تلبية الطلب.\nإذا حدث أي شيء مجددًا، سأعتمد عليك.,quest_description,,
EL_S04_N26_1000_QuestTitle,時を越える職人魂,روح الحرفي العابرة للزمن,ui,,
EL_S04_N29_1000_01_txt01,マオのもとへ向かう,التوجه إلى ماو,ui,,
EL_S04_N29_1000_04_txt01,ヒューリア姫と話す,التحدث مع الأميرة هيوريا,ui,,
EL_S04_N29_1000_QuestTitle,共に守る未来を,مستقبل نحميه معاً,ui,,
EL_S04_N29_4100_M050_C01_01_PCM000_m,卵料理,طبق البيض,ui,,
EL_S04_N29_4100_M050_C01_02_PCM000_m,ミルクシチュー,حساء الحليب,ui,,
EL_S04_N29_4100_M050_C01_04_PCM000_m,肉料理,طبق اللحم,ui,,
EL_S04_N29_4100_M050_C01_05_PCM000_m,野菜たっぷりパイ,فطيرة الخضروات الغنية,ui,,
EL_S04_N29_4100_M050_C01_06_PCM000_m,キャンセル,إلغاء,menu,,
EL_S04_N29_5000_M100_NPC0010_f,エリオットが教えてくれたレシピ……\nきっと、マオさんも気に入ってくれますよね。,الوصفة التي علمني إياها إليوت…\nأنا متأكدة من أنها ستعجب السيدة ماو أيضًا.,item_description,,
EL_S04_N30_1000_04_txt01,レイカと話す,التحدث مع رايكا,ui,,
EL_S04_N30_1000_QuestTitle,かけがえのないもの,شيء لا يقدر بثمن,ui,,
EL_S04_N35_1000_01_txt01,ユイジーヌと話す,التحدث مع يوجين,ui,,
EL_S04_N35_1000_04_txt01,魔物を倒す,هزيمة الوحوش,ui,,
EL_S04_N35_1000_QuestTitle,喜びは花の咲くが如く,الفرح كزهر يتفتح,ui,,
EL_S04_N35_6000_M100_PCM000_m,父さん、俺も――,يا أبي، أنا أيضاً...,ui,,
EL_S04_N39_1000_01_txt01,ネコをつかまえる,الإمساك بالقط,ui,,
EL_S04_N39_1000_QuestTitle,気まぐれな隣人,جار متقلب المزاج,ui,,
EL_S04_N40_1000_01_txt01,音楽家を探す,البحث عن الموسيقار,ui,,
EL_S04_N40_1000_02_txt01,ナカタニに報告する,إبلاغ ناكاتاني,ui,,
EL_S04_N40_1000_03_txt01,音楽家を探す,البحث عن الموسيقار,ui,,
EL_S04_N40_1000_04_txt01,ナカタニに報告する,إبلاغ ناكاتاني,ui,,
EL_S04_N40_1000_05_txt01,音楽家を探す,البحث عن الموسيقار,ui,,
EL_S04_N40_1000_06_txt01,ナカタニに相談する,استشارة ناكاتاني,ui,,
EL_S04_N40_1000_08_txt01,ナカタニに報告する,إبلاغ ناكاتاني,ui,,
EL_S04_N40_1000_QuestTitle,理想の音を求めて,بحثاً عن الصوت المثالي,ui,,
EL_S04_N40_9000_M110_C01_01_PCM000_m,ヴァイオリン,الكمان,ui,,
EL_S04_N40_9000_M110_C01_02_PCM000_m,チェロ,التشيلو,ui,,
EL_S04_N40_9000_M110_C01_03_PCM000_m,クラリネット,الكلارينيت,ui,,
EL_S04_N40_9000_M110_C01_04_PCM000_m,アコーディオン,الأكورديون,menu,,
EL_S04_N40_9000_M140_C02_01_PCM000_m,元気が出る曲がいいな,أريد معزوفة مبهجة,ui,,
EL_S04_N40_9000_M170_C03_01_PCM000_m,ああ、いい感じだ,آه، هذا يبدو رائعاً,ui,,
EL_S04_N40_9000_M220_NPC0410_m,名付けて――,ولنسمها...,ui,,
EL_SaveLoadMenuDifficulty,難易度,الصعوبة,ui,,
EL_SaveLoadMenuPlayTime,{HOUR}:{MINUTE}:{SECOND},{HOUR}:{MINUTE}:{SECOND},ui,,
EL_SaveLoadMenuSlotIndex,スロット{0},خانة {0},ui,,
EL_SCN_0010_NAME,冒険家のイヤリング,قرط المغامر,ui,,
EL_SCN_0020_FLAVOR,エリオットが身につけているイヤリング。\nヒューリア姫の魔法がかけられ、遠隔で話ができる。,القرط الذي يرتديه إليوت.\nملقى عليه سحر الأميرة هيوريا، مما يتيح التحدث معها عن بُعد.,dialogue,,
EL_SCN_0020_NAME,冒険家のイヤリング,قرط المغامر,ui,,
EL_SCN_0030_FLAVOR,エリオットが身につけているイヤリング。\nヒューリア姫の魔法が切れ、光が消えようとしている。,القرط الذي يرتديه إليوت.\nيوشك نوره على الانطفاء مع تلاشي سحر الأميرة هيوريا.,dialogue,,
