key,source,target
SupMsgText/SPS02_E16_5000_A_M02_FYL000_f,"ليتنا نعرف شيئًا ما
ونحن نوصل نواة المخلوق السحري…",
SupMsgText/SPS02_N21_1000_A_M01_FYL000_f,"لنذهب ونبحث عن قطع المخلوق السحري!
يبدو أننا سنعثر عليها في عصر إعادة الإعمار أو عصر البركة.",
SupMsgText/SPPLAY_FREE_E11_B_M01_NPC0010_f,"أن يمضي المرء قُدُمًا بمفرده دون أن يجفل
أمام الوحوش والبرابرة…",
SupMsgText/SPS04_N02_1000_B_M01_NPC0010_f,"أحسنتَ صنعًا في القضاء على الوحوش.
يا تُرى هل اكتمل إصلاح القوس أيضًا؟",
SupMsgText/SPPLAY_BTL_A13_C_M01_FYL000_f,"لقد وجدتُ حجر السحر!
يا ترى ما الذي سنتمكن من فعله الآن؟",
SupMsgText/SPPLAY_MSTONE_T02_A_M01_NPC0010_f,يبدو أنه أصبح بالإمكان وضع المزيد من أحجار السحر!,
SupMsgText/SPPLAY_MSTONE_T02_A_M01_FYL000_f,أصبح بإمكاننا وضع الكثير من أحجار السحر الآن!,
SupMsgText/SPPLAY_BTL_A13_C_M01_NPC0010_f,"لقد حصلنا على حجر السحر!
يبدو أن آفاقك ستتوسع أكثر يا إليوت.",
SupMsgText/SPPLAY_BTL_A11_B_M01_NPC0010_f,"لقد حصلنا على شظية حجر السحر!
أتساءل إن كان بإمكاننا صنع حجر سحر جديد؟",
SupMsgText/SPPLAY_BTL_A11_A_M01_NPC0010_f,إنها شظية حجر السحر!,
SupMsgText/SPPLAY_BTL_A11_B_M01_FYL000_f,"لقد التقطتُ شظية حجر السحر!
هل يا ترى يمكننا صنع حجر سحر جديد؟",
SupMsgText/SPPLAY_ITEMGET_T23_A_M01_FYL000_f,لقد حصلتُ على الكثير من شظايا حجر السحر!,
SupMsgText/SPPLAY_ITEMGET_T23_A_M01_NPC0010_f,كل هذه الشظايا من حجر السحر...!,
SupMsgText/SPPLAY_ITEMGET_T22_A_M01_FYL000_f,"شظية حجر السحر!
جمع الكثير منها سيجلب أموراً رائعة، أليس كذلك؟",
SupMsgText/SPPLAY_ITEMGET_T22_A_M01_NPC0010_f,"شظية حجر السحر.
دعنا نجمعها.",
SupMsgText/SPPLAY_MSTONE_T03_A_M01_NPC0010_f,لقد أعدته إلى شظايا حجر السحر إذاً.,
SupMsgText/SPPLAY_MSTONE_T03_A_M01_FYL000_f,لقد تحول مجدداً إلى شظايا حجر السحر!,
SupMsgText/SPPLAY_MSTONE_T02_B_M01_NPC0010_f,يبدو أن صندوق أحجار السحر قد أصبح أكبر!,
SupMsgText/SPPLAY_MSTONE_T02_B_M01_FYL000_f,لقد أصبح صندوق أحجار السحر أكبر!,
SupMsgText/SPPLAY_MSTONE_T03_B_M01_NPC0010_f,لقد تمكنا من تنظيم أحجار السحر بنجاح.,
SupMsgText/SPTALKED_NPC44_A_M01_FYL000_f,"قطّة صغيرة سوداء عجيبة…
هل تكون أحد الحكماء الثلاثة؟",
SystemDialogText/UseItemWithNum,تم استخدام {Item}×{Num},
SystemDialogText/GetItem,حصلتَ على {Item}×{Num},
SystemDialogText/GiveItemWithNum,سلّمتَ {Item}×{Num},
SystemDialogText/PurchaseItem,تم شراء {Item}×{Num},
SystemDialogText/UseItem,تم استخدام {Item},
SystemDialogText/GetItemSingle,حصلتَ على {Item},
SystemDialogText/GiveItem,تم تسليم {Item},
SystemDialogText/GetMemo,عُثر على «{Memo}»,
SystemDialogText/CatPlayingToyYet,يبدو أنه منهمك باللعبة,
SystemDialogText/CatToyNothing,لا تملك لعبة,
SystemDialogText/CatFoodNothing,لا تملك طعامًا,
SystemDialogText/CatFriendship_4,يبدو أن بالإمكان توطيد الصداقة أكثر,
SystemDialogText/CatFriendship_3,يبدو أنه ألِفك تماماً,
SystemDialogText/CatFullnessMax,يبدو أنه شبع بالفعل,
SystemDialogText/CompassMsgCatGetAll,تمّت حماية جميع القطط,
SystemDialogText/CheckBookshelf,لم يُعثر على شيء,
SystemDialogText/CatFriendship_1,يبدو أنه ما زال حذِراً,
SystemDialogText/CatFullnessHalf,يبدو أنه لم يشبع بعد,
SystemDialogText/SubQuestAlarmShortlyUnableOrder,هناك مهمات ستصبح غير قابلة للقبول قريباً.,
SystemDialogText/SubQuestAlarmShortlyUnableComplete,هناك مهمات ستصبح غير قابلة للإنجاز قريباً.,
SystemDialogText/CompassMsgWeaponGetAll,لم يعد هناك ما يشير إليه {Item},
SystemDialogText/CatInviteInfo,يبدو أن القط أُعجب بك كثيراً,
SystemDialogText/CatReturnTown,يبدو أن القط عاد إلى المدينة,
SystemDialogText/CatCatchInfo_No39,تم الإمساك بالقط,
SystemDialogText/CatCatchInfo,تم إنقاذ القط,
SystemDialogText/LastBattleBuff_1,منحت سحر هيوريا تأثير «الشفاء المستمر»!,
SystemDialogText/FastTravelDisable,أصبح السفر السريع غير متاح,
SystemDialogText/FastTravelEnable,أصبح السفر السريع متاحًا,
SystemDialogText/GetAbility,تعلّمت فاي «{SupportAction}»,
SystemDialogText/LevelUpAbility,تعزّزت «{SupportAction}» لدى فاي,
SystemDialogText/LastBattleBuff_2,منحت سحر ماو تأثير «الحراسة الشاملة اللانهائية»!,
SystemDialogText/N32_RuinMagin,ماغين متهالك,
SystemDialogText/MiniGameRecord,حصلت على أسطوانة,
SystemDialogText/SubQuestAlarmTemporaryUnable,هناك مهمات غير متاحة للمتابعة مؤقتاً.,
SystemDialogText/WiseCatNoCatch,لا يمكن حمايته الآن,
SystemDialogText/SavepointActivate,تم فتح معلَم المغامرة,
SystemDialogText/CatFriendship_2,يبدو أنه بدأ يفتح قلبه,
SystemDialogText/SubQuestAlarmNew,هناك مهمة جديدة متاحة,
SystemDialogText/CatFriendship_5,اعترف بك صديقاً مقرّباً,
SystemDialogText/CatGotFullnessMax,يبدو أنه شبع الآن,
SystemDialogText/WiseCat2CatchInfo,توجّه الحكيم الأبيض نويوان إلى عصر البركة,
SystemDialogText/UseSilverBell,رن الجرس الفضي,
SystemDialogText/FreePinArrival,وصلتَ إلى المكان المُعلَّم,
SystemDialogText/WiseCat1CatchInfo,توجّه الحكيم البنّي ساهيكي إلى عصر البركة,
SystemDialogText/SubQuestAlarmReleaseTemporaryUnable,هناك مهمات أصبحت متاحة للمتابعة الآن.,
SystemDialogText/SubQuestAlarmUnableOrder,هناك مهمات لم تعد قابلة للإنجاز.,
SystemDialogText/WiseCat3CatchInfo,توجّه الحكيم الأسود تادوكورو إلى عصر البركة,
SystemText/MainMenuSystemFPSBlank,-,
SystemText/ShopSoldOut,---,
SystemText/MainMenuSystemFPS120,120fps,
SystemText/MainMenuSystem1280x720,1280×720,
SystemText/MainMenuSystem1920x1080,1920×1080,
SystemText/MainMenuSystem2560x1440,2560×1440,
SystemText/MainMenuSystemFPS30,30fps,
SystemText/MainMenuSystem3840x2160,3840×2160,
SystemText/MainMenuSystemFPS60,60fps,
SystemText/MainMenuSystemMsgNotAssignedButton,"""لا يمكن تعيين <btn id=""InstructionGuideOpen""/><btn id=""MenuOpen""/><btn id=""IconArrowKey""/><btn id=""IconLStick""/><btn id=""IconRStick""/><btn id=""IconL3""/><btn id=""SupportLogOpen""/>""",
SystemText/MiniGameRank_A,A,
SystemText/MagicStoneMenu_Tab_All,ALL,
SystemText/MiniGameRank_B,B,
SystemText/MainMenuSystemMsgBGM,الموسيقى الخلفية,
SystemText/MiniGameBastScore,أفضل نتيجة,
SystemText/ArenaFloorClear,اجتياز,
SystemText/MiniGameClear,اجتياز,
SystemText/ChainComboCount,سلسلة,
SystemText/MiniGameRecordComplete,اكتمل!,
SystemText/ArenaFinalClear,Congratulations,
SystemText/CriticalDamageText,حرجة,
SystemText/MainMenuSystemTitleMsgDof,عمق المجال,
SystemText/MainMenuSystemDE_DE,الألمانية,
SystemText/ChainDropBonus,"مكافأة
الغنيمة",
SystemText/MainMenuSystemEN_US,الإنجليزية,
SystemText/MainMenuEquipment,تجهيز,
SystemText/MainMenuSystemES_ES,الإسبانية,
SystemText/MiniGameFailed,FAILED,
SystemText/ArenaFailed,أخفقت…,
SystemText/MainMenuSystemFR_FR,الفرنسية,
SystemText/MiniGameCountdown_Go,انطلق!!,
SystemText/MiniGameGoalText,الهدف,
SystemText/GameOverTitle,انتهت اللعبة,
SystemText/MainMenuSystemIT_IT,العربية,
SystemText/TitleMenuLoad,تحميل اللعبة,
SystemText/MagicStoneLottery_LotteryRankMax,MAX,
SystemText/TitleMenuStore_MSSTORE,Microsoft Store,
SystemText/TitleMenuStore_XBOX,Microsoft Store,
SystemText/MagicStoneLottery_New,جديد,
SystemText/TitleMenuNewGame,لعبة جديدة,
SystemText/TitleMenuNewGamePlus,+لعبة جديدة,
SystemText/SaveLoadClearNewGamePlusTitle,تم فتح وضع New Game+!,
SystemText/TitleNewGamePlusTitle,تم فتح وضع New Game+!,
SystemText/MiniGameNewRank,جديد!,
SystemText/SaveLoadClearNewGamePlusAttention,"في NewGame+ يمكنك متابعة اللعب
مع نقل ما حصلت عليه في مغامراتك السابقة

احرص على حفظ بيانات إتمام اللعبة",
SystemText/TitleMenuStore_SWITCH2,Nintendo eShop,
SystemText/ArenaFinalClearTop,None,
SystemText/ArenaFloor,None,
SystemText/ArenaFloorNumberNow,None,
SystemText/ArenaFloorReward,None,
SystemText/ArenaRank,None,
SystemText/TitleMenuOption,الإعدادات,
SystemText/EventScenePause,إيقاف مؤقت,
SystemText/TitleMenuStore_PS5,PlayStation®Store,
SystemText/TitleMenuStart_PS5,اضغط على أي زر,
SystemText/TitleMenuStart_SWITCH2,اضغط على أي زر,
SystemText/TitleMenuStart_XBOX,اضغط على أي زر,
SystemText/TitleMenuStart,اضغط على أي مفتاح,
SystemText/TitleMenuQuitGame,الخروج من اللعبة,
SystemText/MiniGameCountdown_Ready,استعد,
SystemText/MiniGameRecordCompAnimation,اكتمل السجل!,
SystemText/MiniGameSuctionRound,الجولة {Num} / 2,
SystemText/MiniGameRank_S,S,
SystemText/MainMenuSystemMsgSE,المؤثّرات الصوتية,
SystemText/MiniGameRank_SS,SS,
SystemText/MiniGameRank_SSS,SSS,
SystemText/MiniGameScore,النتيجة,
SystemText/MiniGameScoreBonus,مكافأة النتيجة!,
SystemText/MiniGameScoreBonusText,زيادة النتيجة,
SystemText/TitleMenuStore,متجر Steam®,
SystemText/Trial2ClearLines,شكراً لك على اللعب!,
SystemText/MiniGameCountdown_TimeUp,انتهى الوقت,
SystemText/SaveLoadMenuPlayTime,{HOUR}:{MINUTE}:{SECOND},
SystemText/ItemTextBoxGetcommon,{Item},
SystemText/ItemTextBoxGetNumber,{Item}×{Num},
SystemText/ArenaFloorRewardRange,{Num:1} إلى {Num:2},
SystemText/ItemTextBoxGetMoney,{Num},
SystemText/MagicStoneLottery_LotteryText,{N} من العناصر,
SystemText/MagicStoneLottery_LotteryTextMulti,{N} دفعة واحدة,
SystemText/SaveLoadMenuDate,{YYYY}/{MM}/{DD} {HOUR}:{MINUTE}:{SECOND},
SystemText/TitleMenuCopyright,© SQUARE ENIX,
SystemText/ShopPlusMinusGuide,±10,
SystemText/SymbolItemMultiply,×,
SystemText/BonusItemCanGet,"تمّ الربط مع
«{Title}»!

يمكنك تسلّم المكافأة داخل اللعبة.",
SystemText/MainMenuSupportFooter2PEnd,إيقاف «اللعب بشخصين»,
SystemText/MainMenu2PExit,تمّ إنهاء «اللعب بشخصين»,
SystemText/MainMenu2PSuccess,تمّ بدء «اللعب بشخصين»,
SystemText/MainMenu2PStart,بدء «اللعب بشخصين»,
SystemText/MainMenu2PJoinMsg,"""في ""اللعب الثنائي""، يمكن للاعب الثاني
التحكم في فاي.

للبدء،
يرجى الضغط على <btn id=""MenuDecide""/> باستخدام أداة التحكم
التي يستخدمها اللاعب الثاني.""",
SystemText/MainMenu2PJoinMsg_PS5,"""في ""اللعب الثنائي""، يمكن للاعب الثاني
التحكم في فاي.

للبدء،
يرجى الضغط على <btn id=""MenuDecide""/> باستخدام أداة التحكم اللاسلكية
التي يستخدمها اللاعب الثاني.""",
SystemText/MainMenu2PErrorKeyboard,لا يمكن اختيار «لوحة المفاتيح/الفأرة» إلا لأحد اللاعبين فقط,
SystemText/S04_N29_4100_M050_C01_03_PCM000_m,«مذاق الذكريات»,
SystemText/BonusListAttensionTitle,[تنبيه],
SystemText/BonusGameRightsNotice,【حقوق الملكية】,
SystemText/S04_N40_9000_M170_C03_01_PCM000_m,آه، هذا يبدو رائعاً,
SystemText/M06_E22_1000_M020_C01_01_PCM000_m,أجل، يمكنني الانطلاق في أيّ لحظة!,
SystemText/M05_A3MGC_E01_1010_C01_01_PCM000_m,نعم، ابدأ من فضلك,
SystemText/M05_SA2MGC_E04_2000_C01_01_PCM000_m,أجل، كل شيء جاهز!,
SystemText/S04_N06_3000_M030_C04_02_PCM000_m,أجل، أعتمد عليك,
SystemText/ArenaGiveUp,الاستسلام,
SystemText/InteractResetAnswer1,الاستسلام,
SystemText/MiniGameGiveUp,الاستسلام,
SystemText/S04_N12_4000_M010_C01_02_PCM000_m,هناك أيضًا حشرة نادرة,
SystemText/CommonMenuListNo,لا,
SystemText/M05_A2MGC_E03_1010_C01_02_PCM000_m,لا,
SystemText/CatGift,اللعب باللعبة,
SystemText/CatPlay,الاعتناء به,
SystemText/MainMenuSystemTextModel,يرجى ضبط سرعة عرض النص المفضلة لديك.,
SystemText/ItemTextBoxMoney,المال,
SystemText/M05_A2MGC_E03_1010_C01_PCM000_m,"ستتطور القصة بشكل كبير من هنا، ولا يمكن التراجع بعد ذلك.
هل تريد متابعة القصة؟",
SystemText/MinigamePlayAlert,لا يمكن إجراء الدروس هنا,
SystemText/HudTextInstruction4,تعال إلى هنا,
SystemText/GameOverCautionLoad,هل تريد الاستئناف من هذه البيانات؟,
SystemText/SaveLoadMenuLoadAttention,هل تريد تحميل هذه البيانات؟,
SystemText/SaveLoadMenuAttention,هل تريد الكتابة فوق هذه البيانات؟,
SystemText/BonusListAttensionDesc,"هذا العرض الترويجي خاص بوقت إصدار هذه اللعبة.
وهو لا يضمن استمرار البيع أو التوزيع بشكل دائم
لأيٍّ من العناوين المرتبطة، سواء النسخ الكاملة أو التجريبية.",
SystemText/MagicStoneShop_Enhance_EnhanceLevelMax,لا يمكن التوسيع أكثر من ذلك,
SystemText/ShopDontHave,لا يمكنك حمل المزيد,
SystemText/CatFeed,تقديم الطعام,
SystemText/CatRewardTitle,قائمة المكافآت,
SystemText/S04_N06_3000_M030_C02_01_PCM000_m,قطعه إلى قطع كبيرة,
SystemText/BonusListGuidButton,تنبيهات / تأكيد الحقوق,
SystemText/M05_SA2MGC_E04_2000_C01_PCM000_m,"قد يستمر القتال لبعض الوقت…
هل أنت مستعد؟",
SystemText/MagicStoneLottery_AutoDecompose,تم تفكيك حجر السحر المملوك بالفعل,
SystemText/MainMenuCantRemoveWeapon,لا يمكن إزالة جميع المعدات,
SystemText/MagicStoneMenu_Guide_RemoveAll,إزالة الكل,
SystemText/M05_SA2MGC_E04_2000_C01_02_PCM000_m,آسف، امنحني بعض الوقت,
SystemText/S04_N06_3000_M030_C03_02_PCM000_m,لنضع الكثير منه,
SystemText/S04_N06_3000_M030_C04_01_PCM000_m,انتظر قليلاً,
SystemText/S04_N12_7000_M010_C01_01_PCM000_m,سأقبل عرضك إذاً,
SystemText/MainMenuSystemTitleMsgNoDisp,لا يوجد,
SystemText/CommonMenuListYes,نعم,
SystemText/M05_A2MGC_E03_1010_C01_01_PCM000_m,نعم,
SystemText/CommonFooterRemove,إزالة,
SystemText/MainMenu2PJoinTitle,اللعب الثنائي,
SystemText/MainMenuSupportFooter2PStart,اللعب الثنائي,
SystemText/MiniGameCanNot2PAlert,لا يمكن إجراء الدروس أثناء اللعب الثنائي,
SystemText/S01_N25_1200_M010_C01_04_PCM000_m,حليب دافئ,
SystemText/MainMenuSystemSoundGallery_Text_01,مقطوعة لم تُسمَع بعد,
SystemText/MainMenuSystemSoundGallery_Text_02,مقطوعة لم تُسمَع بعد,
SystemText/HudTextInstruction2B,هذا يكفي,
SystemText/S04_N40_9000_M170_C03_02_PCM000_m,دعني أفكّر مرّة أخرى,
SystemText/MiniGameTryAgain,إعادة التدريب,
SystemText/MainMenuSystemTextSlow,ببطء,
SystemText/S04_N12_6000_M010_C01_02_PCM000_m,خذ نفساً عميقاً ببطء,
SystemText/M05_A2MGC_E01_1000_C01_01_PCM000_m,حسناً,
SystemText/MainMenuCategoryAccessory,الإكسسوارات,
SystemText/S04_N40_9000_M110_C01_04_PCM000_m,الأكورديون,
SystemText/MainMenuSystemTitleKeyEvent,مشاهد الأحداث,
SystemText/MainMenuSystemTitleEvent,إعدادات مشاهد الأحداث,
SystemText/MainMenuSystemDifficultyVeryEasy,سهل,
SystemText/MainMenuSystemFooterDisplayWindow,نافذة,
SystemText/MainMenuSystemFooterDisplayWindowExp,العرض في وضع النافذة.,
SystemText/MainMenu2PJoinTitle1P,طريقة تحكم إليوت,
SystemText/MainMenuSystemTextNo,إيقاف,
SystemText/MainMenuSystemTextYes,تشغيل,
SystemText/EventSceneAutoText,تلقائي,
SystemText/SaveLoadMenuAutoSave,حفظ تلقائي,
SystemText/GameOverAutoSave,الاستئناف من الحفظ التلقائي,
SystemText/MainMenuSystemEventAuto,تشغيل تلقائي,
SystemText/MainMenuSystemMsgEventAuto,تشغيل تلقائي,
SystemText/EventSceneAutoTextOFF,إيقاف التشغيل التلقائي,
SystemText/EventSceneAutoTextON,تفعيل التشغيل التلقائي,
SystemText/MainMenuSystemTitleMsgPresetCustom,مخصص,
SystemText/MainMenuSystemMsgGuard,صد,
SystemText/MainMenuSystemMsgEvent,عرض رسوم الشخصيات,
SystemText/S04_N29_4100_M050_C01_06_PCM000_m,إلغاء,
SystemText/ShopCancel,إلغاء,
SystemText/AbilitySuction,امتصاص,
SystemText/AbilitySuction2,امتصاص,
SystemText/MainMenu2PDeviceKeyboard,لوحة المفاتيح/الفأرة,
SystemText/MainMenuSystemTitleKeyPC_KeyBoard,إعدادات لوحة المفاتيح,
SystemText/MainMenuSystemKeyboard,لوحة المفاتيح/الماوس,
SystemText/MainMenuCategorySub,المهام,
SystemText/MainMenuTitleQuest,المهام,
SystemText/MainMenuWindowQuestTitle,المهام,
SystemText/S04_N40_9000_M110_C01_03_PCM000_m,الكلارينيت,
SystemText/ArenaFloorClearTime,وقت الإنجاز,
SystemText/SaveLoadClearDataTitle,بيانات الإكمال,
SystemText/TitleNewGameTransferItems,"يمكنك بدء القصة من جديد مع نقل ممتلكاتك، وحجر السحر، والأموال، باستثناء بعض العناصر،
من بيانات الحفظ المكتملة.",
SystemText/ClearDataAttention_RT1_1_ED1,"يمكنك حفظ بيانات الإتمام.

عند تحميل بيانات الإتمام،
يمكنك استئناف اللعب بحالة التقدّم 【ما قبل الإتمام】
من أمام مدخل 【البرج الأبيض الشمالي】.",
SystemText/ClearDataAttention_RT2_2_ED1,"يمكنك حفظ بيانات الإتمام.

عند تحميل بيانات الإتمام،
يمكنك استئناف اللعب من حالة التقدّم 【قبل الإتمام】
من أمام مدخل 【برج الشمال الأبيض】.",
SystemText/ClearDataAttention_RT2_2_ED2,"يمكن حفظ بيانات إتمام اللعبة.

عند تحميل بيانات الإتمام،
يمكنك استئناف اللعبة بحالة التقدّم 【قبل الإتمام】
من أمام مدخل 【برج الشمال الأبيض】.",
SystemText/ClearDataAttention_RT3_ED1,"يمكنك حفظ بيانات إتمام اللعبة.

عند تحميل بيانات إتمام اللعبة،
يمكنك استئناف اللعب من أمام مدخل【برج الشمال الأبيض】
بحالة التقدّم【قبل الإتمام】.",
SystemText/ClearDataAttention_RT3_ED2,"يمكنك حفظ بيانات الإتمام.

عند تحميل بيانات الإتمام،
يمكنك استئناف اللعب بحالة تقدّم 『ما قبل الإتمام』،
من أمام مدخل 『برج الشمال الأبيض』.",
SystemText/ClearDataAttention_RT2_1_ED1,"يمكنك حفظ بيانات إتمام اللعبة

عند تحميل بيانات إتمام اللعبة
يمكنك استئناف اللعب من أمام برج الشمال الأبيض
بحالة التقدّم التي كانت قبل الإتمام

إن بقي لديك ما لم تُنجزه، فاستأنف من بيانات إتمام اللعبة",
SystemText/ClearDataAttention_RT2_1_ED2,"يمكنك حفظ بيانات الإكمال

عند تحميل بيانات الإكمال
يمكنك استئناف اللعب من أمام برج الشمال الأبيض
بحالة التقدّم التي كانت قبل الإكمال

إن كان هناك ما لم تُنجزه بعد، فاستأنف من بيانات الإكمال",
SystemText/ClearDataAttention_RT1_2_ED1,"يمكنك حفظ بيانات إتمام اللعبة

عند تحميل بيانات الإتمام،
يمكنك استئناف اللعب من أمام برج الشمال الأبيض
في حالة التقدّم السابقة لتعلّم سرّ ختم الشرّ

إن كان لديك ما لم تُنجزه بعد، فاستأنف اللعب من بيانات الإتمام",
SystemText/SaveLoadClearAttention_ED1,هل تريد حفظ بيانات الإكمال؟,
SystemText/SaveLoadClearAttention_ED2,هل تريد حفظ بيانات الإكمال؟,
SystemText/SaveLoadClearAttention_ED3,هل تريد حفظ بيانات الإكمال؟,
SystemText/ArenaFirstReward,مكافأة الإنهاء,
SystemText/TitleNewGamePlusMsg,يمكنك إعادة اللعبة من البداية بقوّتك عند الإكمال!,
SystemText/MainMenuSystemGraphics,الرسومات,
SystemText/MainMenuSystemTypeNSWGraphicModeGraph,الأولوية للرسوميات,
SystemText/MainMenuSystemTitleGame,اللعبة,
SystemText/EventSceneReturnGame,العودة إلى اللعبة,
SystemText/MainMenuSystemExit,إنهاء اللعبة,
SystemText/MainMenuSystemExitDetail,هل تريد إنهاء اللعبة؟,
SystemText/ClearDataAttention_RT3_ED3,"تهانينا على إتمام اللعبة!

احرص على حفظ بيانات الإتمام.
عند تحميل بيانات الإتمام،
يمكنك استئناف اللعب بحالة التقدّم 【ما قبل الإتمام】،
من أمام مدخل 【جبل العنقاء】.

كما يتيح لك توفّر بيانات الإتمام هذه
أن تبدأ اللعبة من وضع «New Game＋» الذي يُفتح حديثًا!",
SystemText/TitleCacheDataReady,جارٍ تجهيز اللعبة……,
SystemText/MiniGameRule,شرح اللعبة,
SystemText/MagicStoneMenu_List_Cost,التكلفة,
SystemText/MagicStoneMenu_NotEnoughCost,التكلفة غير كافية,
SystemText/MagicStoneShop_Enhance_CostLimit,حد التكلفة,
SystemText/MagicStoneMenu_Sort_Cost,حسب التكلفة,
SystemText/AbilityDouble,نسخ,
SystemText/AbilityDouble2,نسخ,
SystemText/MainMenu2PDeviceController,أداة التحكم,
SystemText/MainMenu2PDeviceController_SWITCH2,أداة التحكم,
SystemText/MainMenu2PDeviceController_XBOX,أداة التحكم,
SystemText/MainMenuSystemControl,أداة التحكم,
SystemText/MainMenuSystemMsgVib,اهتزاز أداة التحكم,
SystemText/MainMenuSystemMsgVib_SWITCH2,اهتزاز أداة التحكم,
SystemText/MainMenuSystemMsgVib_XBOX,اهتزاز أداة التحكم,
SystemText/MainMenu2PErrorController,يُرجى توصيل أداة التحكم,
SystemText/MainMenuSystemTitleControlSpeaker,إعدادات مكبر صوت أداة التحكم,
SystemText/MainMenuSystemTitleController,إعدادات أداة التحكم,
SystemText/MainMenuSystemSound,الصوت,
SystemText/MainMenuTitleSystem,النظام,
SystemText/TitleSystemDataCreate,"بيانات النظام غير موجودة.
سيتم إنشاء بيانات نظام جديدة.",
SystemText/TitleSystemDataLoad,تم تحميل بيانات النظام.,
SystemText/TitleSystemDataCheck,جاري التحقق من بيانات النظام.,
SystemText/AbilityDash,اندفاع,
SystemText/AbilityDash2,اندفاع,
SystemText/MainMenuSystemTitleMsgShadow,جودة الظلال,
SystemText/MainMenuSystemMsgButtonCaution,ستتعطّل الوظائف المرتبطة بكلّ زرّ في قائمة الاختصارات,
SystemText/MainMenuSystemMsgButtonCaution_PS5,ستتعطّل الوظائف المرتبطة بكلّ زرّ في قائمة الاختصارات,
SystemText/MainMenuSystemMsgButtonCaution_SWITCH2,ستتعطّل الوظائف المرتبطة بكلّ زرّ في قائمة الاختصارات,
SystemText/MainMenuSystemMsgButtonCaution_XBOX,ستتعطّل الوظائف المرتبطة بكلّ زرّ في قائمة الاختصارات,
SystemText/MainMenuSystemShortCut2NormalGuide,يمكن تبديل القدرة من قائمة الاختصارات.,
SystemText/MainMenuSystemShortCut2Normal,فتح قائمة الاختصارات,
SystemText/MainMenuSystemMsgChangeWeapon,الاختصار ١,
SystemText/MainMenuSystemMsgChangeFairy,اختصار ٢,
SystemText/MainMenuSystemMsgJump,قفز,
SystemText/EventSceneSkip,تخطي,
SystemText/MainMenuSystemMsgEventSkip,تخطي,
SystemText/MiniGameRecordAcqConditions01,تحقيق النتيجة {0},
SystemText/MiniGameScoreGetRecord,يُكتسب بتحقيق نتيجة معينة,
SystemText/MiniGameRecordAcqConditions02,الحصول عليه داخل المرحلة,
SystemText/MiniGameStageGetRecord,الحصول عليه داخل المرحلة,
SystemText/MainMenuCategoryMain,القصة,
SystemText/MainMenuWindowStoryTitle,القصة,
SystemText/SaveLoadMenuSlotIndex,خانة {0},
SystemText/MagicStoneMenu_Sort_Equip,حسب التجهيز,
SystemText/SaveLoadMenuSave,حفظ,
SystemText/GameOverCautionLoad2,ستفقد أي تقدم غير محفوظ في اللعب.,
SystemText/MainMenuSystemSaveAlert,ستفقد أي تقدم غير محفوظ في اللعب.,
SystemText/SaveLoadClearNotSaveAttention,لم تقم بالحفظ، هل أنت متأكد من المتابعة؟,
SystemText/BounsInterlockingStandby,"جاري تنزيل بيانات الحفظ.
يُرجى الانتظار قليلًا.",
SystemText/BonusGameDataConfirm,"جاري التحقق من بيانات الحفظ.
يُرجى الانتظار قليلًا...",
SystemText/BonusListMenuTitle,مكافأة ربط بيانات الحفظ,
SystemText/SaveLoadMenuMsgSaving,"يُرجى عدم إيقاف تشغيل الجهاز أو
إغلاق التطبيق أثناء عملية الحفظ.",
SystemText/BounsInterlockingStandbyExit,العودة إلى القائمة الرئيسية,
SystemText/BonusListBackTitle,العودة إلى القائمة الرئيسية,
SystemText/GameOverReturnTitle,العودة إلى القائمة الرئيسية,
SystemText/MainMenuSystemTitle,العودة إلى القائمة الرئيسية,
SystemText/MainMenuSystemTitleControlTypeA,النوع A,
SystemText/MainMenuSystemTitleControlTypeB,النوع B,
SystemText/MainMenuSystemTitleControlTypeC,النوع C,
SystemText/ArenaTimeConfirm,التحقق من الوقت,
SystemText/S04_N40_9000_M110_C01_02_PCM000_m,التشيلو,
SystemText/AbilityFire,تشاكا,
SystemText/AbilityFire2,تشاكا,
SystemText/MainMenuSystemMsgLang,النص,
SystemText/NoteFooterShowText,عرض النص,
SystemText/MainMenuSystemMsgTextSpeed,سرعة النص,
SystemText/NoteFooterHideText,إخفاء النص,
SystemText/MainMenuSystemMsgDisplay,وضع العرض,
SystemText/MainMenuSystemDiscriptionDisplay,تغيير وضع العرض.,
SystemText/MainMenuSystemTitleDisplaySetting,إعدادات العرض,
SystemText/SaveLoadMenuDataDestroyed,البيانات تالفة,
SystemText/MainMenuSystemDifficultyCasual,عادي,
SystemText/MagicStoneMenu_Tab_Hammer,أحجار سحر المطرقة,
SystemText/MagicStoneLottery_Hammer_01,صنع حجر السحر المطرقة,
SystemText/MainMenuSystemDifficultyNormal,صعب,
SystemText/MainMenuSystemSupportTalkTitle,تكرار محادثات الشريك,
SystemText/MainMenuSystemSupportTalkExp,يمكن تبديل معدّل حديث الرفيق.,
SystemText/MainMenuSystemMsgAbility,استخدام قدرة الشريك,
SystemText/PLACT_Z28_A_M010,"أمر هيوريا يشغلني.
لألقها قبل الانطلاق.",
SystemText/MainMenuSystemTitleMsgVignette,تظليل الأطراف,
SystemText/MainMenuSystemTitleMsgVignetteExp,تغيير تطبيق تأثير التظليل الحوافّي.,
