ID,source text,Arabic translation,category,notes
EL_SPPLAY_ITEMGET_T12_A_M01_FYL000_f,この鎖鎌、ヘビさんみたい……\nなんだか可愛く見えてきちゃった！,هذا المنجل ذو السلسلة يشبه الأفعى...\nبدأ يبدو لي ظريفًا نوعًا ما!,dialogue,
EL_SPPLAY_ITEMGET_T12_A_M01_NPC0010_f,この鎖鎌、変わった形をしていますね。\nまるで蛇のような……,هذا المنجل ذو السلسلة غريب الشكل.\nكأنّه أفعى...,dialogue,
EL_SPPLAY_ITEMGET_T13_A_M01_FYL000_f,この鎖鎌、ちょっと怖いけど、とっても強そう……！\nエリオット、大事に使おうね！,هذا المنجل ذو السلسلة مخيفٌ قليلًا، لكنّه يبدو قويًّا جدًّا...!\nفلنستخدمه باعتزازٍ يا إليوت!,dialogue,
EL_SPPLAY_ITEMGET_T14_A_M01_FYL000_f,ブーメランって投げて攻撃する物なんだね。\nうまく使っていこう！,البوميرانج سلاحٌ يُرمى للهجوم إذن.\nفلنُحسن استخدامه!,dialogue,
EL_SPPLAY_ITEMGET_T14_A_M01_NPC0010_f,遠くにいる敵に立ち向かうのに役立ちます。\nエリオットなら上手く使えそうですね。,إنّه مفيدٌ في مواجهة الأعداء البعيدين.\nأنت يا إليوت قادرٌ على إتقانه بالتأكيد.,dialogue,
EL_SPPLAY_ITEMGET_T15_A_M01_FYL000_f,かっこいいブーメランが手に入ったね！,حصلنا على بوميرانجٍ رائع!,dialogue,
EL_SPPLAY_ITEMGET_T15_A_M01_NPC0010_f,新しいブーメランですか！　また一つ、\n頼もしい武器が手に入りましたね！,بوميرانجٌ جديد! ها قد حصلنا\nعلى سلاحٍ آخر يُعتمَد عليه!,dialogue,
EL_SPPLAY_ITEMGET_T16_A_M01_FYL000_f,デス・スパイラル、すっごく強そう……！\nこれなら、たくさん敵を倒せそうだね！,دوّامة الموت تبدو قويّةً جدًّا...!\nبها يمكننا هزيمة الكثير من الأعداء!,dialogue,"デス・スパイラル = دوّامة الموت (Death Spiral, coined weapon name)"
EL_SPPLAY_ITEMGET_T17_A_M01_FYL000_f,生命の欠片だ！\nエリオット、よかったね！,إنّها شظيّة الحياة!\nأحسنت يا إليوت!,dialogue,生命の欠片 = شظيّة الحياة (coined item)
EL_SPPLAY_ITEMGET_T17_A_M01_NPC0010_f,生命の欠片ですね！\n貴重な物が手に入りました。,إنّها شظيّة الحياة!\nلقد حصلنا على شيءٍ ثمين.,dialogue,
EL_SPPLAY_ITEMGET_T18_A_M01_FYL000_f,生命のしずくだって！\nこれでもっとエリオットは強くなれるね！,إنّها قطرة الحياة!\nبها سيزداد إليوت قوّةً أكثر!,dialogue,生命のしずく = قطرة الحياة (coined item)
EL_SPPLAY_ITEMGET_T18_A_M01_NPC0010_f,これは……！\nエリオットの生命の力が増しますね！,هذه...!\nستزداد قوّة حياتك يا إليوت!,dialogue,
EL_SPPLAY_ITEMGET_T19_A_M01_FYL000_f,やった！\nエリオット、強くなったね！,مرحى!\nلقد ازددتَ قوّةً يا إليوت!,dialogue,
EL_SPPLAY_ITEMGET_T19_A_M01_NPC0010_f,まあ！\nエリオット、さらに強くなったのですね！,يا للروعة!\nلقد ازددتَ قوّةً أكثر يا إليوت!,dialogue,
EL_SPPLAY_ITEMGET_T20_A_M01_FYL000_f,わーい、ピカピカだー！,ياي، إنّه لامعٌ برّاق!,dialogue,
EL_SPPLAY_ITEMGET_T20_A_M01_NPC0010_f,冒険にはお金が必要ですね。\n大切に使いましょう。,المغامرة تتطلّب المال.\nفلننفقه باعتدال.,dialogue,
EL_SPPLAY_ITEMGET_T21_A_M01_FYL000_f,お金、たーくさん手に入ったね！,حصلنا على الكثير من المال!,dialogue,
EL_SPPLAY_ITEMGET_T24_A_M01_FYL000_f,これ、便利だよね！\n今度はなにを入れるの？,هذا مفيدٌ حقًّا!\nماذا ستضع فيه هذه المرّة؟,dialogue,
EL_SPPLAY_ITEMGET_T24_A_M01_NPC0010_f,新しい物を手に入れたのですね。\nまさに冒険の心強い味方です！,حصلت على شيءٍ جديدٍ إذن.\nإنّه عونٌ حقيقيٌّ في المغامرة!,dialogue,
EL_SPPLAY_ITEMGET_T25_A_M01_FYL000_f,もっとたくさん、矢を持てるようになったよ！,صار بإمكاننا حمل المزيد من السهام!,dialogue,
EL_SPPLAY_ITEMGET_T25_A_M01_NPC0010_f,弓での戦いが、たくさんできるようになりますね！,سيصبح القتال بالقوس متاحًا بكثرةٍ أكبر!,dialogue,
EL_SPPLAY_ITEMGET_T26_A_M01_FYL000_f,これで遠慮なく爆弾が使えるね！,بهذا يمكننا استخدام القنابل دون تردّد!,dialogue,
EL_SPPLAY_ITEMGET_T26_A_M01_NPC0010_f,爆弾をさらに持てるようになりましたね。,صار بإمكانك حمل المزيد من القنابل.,dialogue,
EL_SPPLAY_ITEMGET_T27_A_M01_FYL000_f,水の中を潜れるようになったんだ！\n進める場所が増えそうだね！,صار بإمكاننا الغوص تحت الماء!\nيبدو أنّ الأماكن التي نستطيع بلوغها ستزداد!,dialogue,
EL_SPPLAY_MGSHRINE01_EVENT01_A_M01_FYL000_f,さっそく、やってみよう！,فلنجرّب على الفور!,dialogue,
EL_SPPLAY_MGSHRINE01_EVENT02_A_M01_FYL000_f,扉が見えてきたよ！\nあれがゴールじゃない！？,بدأ الباب يلوح!\nأليس ذلك هو خطّ النهاية!؟,dialogue,
EL_SPPLAY_MGSHRINE01_EVENT02_B_M01_FYL000_f,あと少し！　気合い入れるよー！,بقي القليل! هيّا، شُدّ من عزمك!,dialogue,
EL_SPPLAY_MGSHRINE01_EVENT03_A_M01_FYL000_f,誰かはわからないけど、\n新しい力をくれてありがとう！,لا أدري من أنت،\nلكن شكرًا لمنحنا قوّةً جديدة!,dialogue,
EL_SPPLAY_MGSHRINE01_EVENT03_A_M02_FYL000_f,ほかにも同じような場所があったら、\n寄ってみたいな。,إن وُجدت أماكن أخرى مثل هذا،\nفأودّ أن نعرّج عليها.,dialogue,
EL_SPPLAY_MGSHRINE01_EVENT04_A_M01_FYL000_f,また新しい魔法を覚えちゃった！,تعلّمتُ سحرًا جديدًا من جديد!,dialogue,
EL_SPPLAY_MGSHRINE01_EVENT04_A_M02_FYL000_f,ほかにはどんな力があるんだろう？\nまた同じ場所があったら、行ってみようね！,تُرى ما القوى الأخرى الموجودة؟\nإن وجدنا مكانًا مثله مجدّدًا، فلنذهب إليه!,dialogue,
EL_SPPLAY_MGSHRINE01_EVENT04_B_M01_FYL000_f,ほかにも同じような場所があるかな？\n見つけたら、寄ってみようよ！,أتُرى توجد أماكن أخرى مثل هذا؟\nإن وجدناها، فلنعرّج عليها!,dialogue,
EL_SPPLAY_MGSHRINE01_EVENT05_A_M01_FYL000_f,たくさんできることが増えたね！\n覚えられることは、もうないかな？,ازدادت قدراتنا كثيرًا!\nأتُرى لم يبقَ شيءٌ آخر نتعلّمه؟,dialogue,
EL_SPPLAY_MGSHRINE01_NEAR01_A_M01_NPC0010_f,変わった建物ですね……\nどうやら、中には入れなそうです。,يا له من مبنًى غريب...\nيبدو أنّنا لا نستطيع الدخول إليه.,dialogue,
EL_SPPLAY_MGSHRINE01_NEAR02_A_M01_FYL000_f,あのふしぎな建物だ！\nまた新しい力が手に入るかも！,إنّه ذلك المبنى العجيب!\nقد نحصل على قوّةٍ جديدةٍ من جديد!,dialogue,
EL_SPPLAY_MGSHRINE01_NEAR03_A_M01_NPC0010_f,この建物は、\n何のためにつくられたものなんでしょう？,تُرى لأيّ غرضٍ\nبُني هذا المبنى؟,dialogue,
EL_SPPLAY_MGSHRINE01_START01_A_M01_FYL000_f,今度はどんな魔法を覚えられるのかな。,تُرى أيّ سحرٍ سنتعلّم هذه المرّة.,dialogue,
EL_SPPLAY_MGSHRINE01_START01_B_M01_FYL000_f,ここでは、新しい魔法が覚えられるんだよね！\n楽しみだな～！,هنا يمكننا تعلّم سحرٍ جديد، أليس كذلك!\nكم أنا متشوّقة!,dialogue,
EL_SPPLAY_MGSHRINE01_START_A_M01_FYL000_f,真ん中に浮かんでる、\nあの玉から力を感じる……,أشعر بقوّةٍ تنبعث من تلك الكرة\nالمعلّقة في المنتصف...,dialogue,
EL_SPPLAY_MGSHRINE02_EVENT01_A_M01_FYL000_f,うわあ、真っ暗だ！\nええと、ここでチャッカの力を試すには……,آه، ظلامٌ دامس!\nحسنًا، لتجربة قوّة الإشعال هنا...,dialogue,"チャッカ = الإشعال (ignition ability, coined)"
EL_SPPLAY_MGSHRINE02_EVENT02_A_M01_FYL000_f,ワタシのシッソーの力、\n見せちゃうよー！,قوّة الاندفاع التي أملكها،\nسأريك إيّاها!,dialogue,"シッソー = الاندفاع (dash ability, coined)"
EL_SPPLAY_MGSHRINE02_EVENT03_A_M01_FYL000_f,これって落ちちゃう床じゃない？\n力を使って、早く渡ろう！,أليست هذه أرضيةً تنهار؟\nفلنستخدم القوّة لنعبر بسرعة!,dialogue,
EL_SPPLAY_MGSHRINE02_EVENT04_A_M01_FYL000_f,キューインの力を試すんだね。\nまかせて！,سنجرّب قوّة الشفط إذن.\nاتركها لي!,dialogue,"キューイン = الشفط (suction ability, coined)"
EL_SPPLAY_MGSHRINE02_EVENT05_A_M01_FYL000_f,ワタシのワープの力、\n全力で見せてあげる！,قوّة الانتقال التي أملكها،\nسأريك إيّاها بكلّ ما أوتيتُ!,dialogue,ワープ = الانتقال (warp)
EL_SPPLAY_MGSHRINE02_EVENT06_A_M01_FYL000_f,コピーの力を試すんだね。\n一緒に頑張ろう！,سنجرّب قوّة النسخ إذن.\nفلنجتهد معًا!,dialogue,コピー = النسخ (copy)
EL_SPPLAY_MGSHRINE02_EVENT07_A_M01_FYL000_f,できることがどんどん増えて、うれしいな！\nこれで、もーっとエリオットのお手伝いができるね！,تزداد قدراتي شيئًا فشيئًا، وهذا يسعدني!\nبهذا سأستطيع مساعدتك أكثر يا إليوت!,dialogue,
EL_SPPLAY_MGSHRINE02_EVENT07_B_M01_FYL000_f,新しいことを覚えるのって楽しいね！,تعلّم أشياء جديدة أمرٌ ممتع!,dialogue,
EL_SPPLAY_MGSHRINE02_EVENT07_B_M02_FYL000_f,また、同じような場所を見つけたら\nいってみようよ！,إن وجدنا مكانًا آخر مثله،\nفلنذهب إليه!,dialogue,
EL_SPPLAY_MGSHRINE02_EVENT07_C_M01_FYL000_f,ワタシ、強くなれてすっごくうれしい！,أنا سعيدةٌ جدًّا لأنّني صرت أقوى!,dialogue,
EL_SPPLAY_MGSHRINE02_EVENT07_C_M02_FYL000_f,ほかにも覚えられることがありそう！\n同じような場所、もっと探してみようよ！,يبدو أنّ هناك المزيد لنتعلّمه!\nفلنبحث عن أماكن أخرى مثله!,dialogue,
EL_SPPLAY_MGSHRINE02_EVENT08_A_M01_FYL000_f,たくさんの力をもらえたね！\nあとは練習あるのみ！,حصلنا على الكثير من القوى!\nلم يبقَ إلا التدرّب!,dialogue,
EL_SPPLAY_MGSHRINE02_NEAR01_A_M01_FYL000_f,あの建物から、なんだか強い力を感じる……！\n行ってみようよ！,أشعر بقوّةٍ عارمةٍ تنبعث من ذلك المبنى...!\nفلنذهب إليه!,dialogue,
EL_SPPLAY_MGSHRINE02_NEAR02_A_M01_FYL000_f,この建物、どうやって入るのかな……？,تُرى كيف ندخل هذا المبنى...؟,dialogue,
EL_SPPLAY_MGSHRINE02_NEAR02_A_M01_NPC0010_f,建物の周りに仕掛けがあるようです。\nどうやって、中に入るのでしょう……？,يبدو أنّ حول المبنى آليّةً ما.\nتُرى كيف ندخل إليه...؟,dialogue,
EL_SPPLAY_MGSHRINE02_NEAR02_B_M01_FYL000_f,うーん、入れないね……,حسنًا، لا نستطيع الدخول...,dialogue,
EL_SPPLAY_MGSHRINE02_NEAR02_B_M01_NPC0010_f,……ああ、だめですね。\n何か特殊な力が必要なようです。,...آه، لا فائدة.\nيبدو أنّنا بحاجةٍ إلى قوّةٍ خاصّة.,dialogue,
EL_SPPLAY_MGSHRINE02_NEAR03_A_M01_FYL000_f,あ、力をくれるところだ！\n寄ってみようよ！,آه، إنّه المكان الذي يمنحنا قوّة!\nفلنعرّج عليه!,dialogue,
EL_SPPLAY_MGSHRINE02_START01_A_M01_FYL000_f,ここでは、どんなことができるようになるのかな。,تُرى ما الذي سيصبح بإمكاننا فعله هنا.,dialogue,
EL_SPPLAY_MGSHRINE02_START01_B_M01_FYL000_f,ワタシの力、また強くなれるかな！,تُرى هل ستزداد قوّتي قوّةً من جديد!,dialogue,
EL_SPPLAY_MINIGAME_A01_A_M01_FYL000_f,いい感じだよー！,الأمر يسير على ما يُرام!,dialogue,
EL_SPPLAY_MINIGAME_A01_B_M01_FYL000_f,すごすぎる～！,رائعٌ للغاية!,dialogue,
EL_SPPLAY_MINIGAME_A01_C_M01_FYL000_f,このままいっちゃえー！,فلنمضِ هكذا حتى النهاية!,dialogue,
EL_SPPLAY_MINIGAME_A01_D_M01_FYL000_f,こっち、こっち！,من هنا، من هنا!,dialogue,
EL_SPPLAY_MINIGAME_B01_A_M01_FYL000_f,ゴーゴーゴー！,هيّا هيّا هيّا!,dialogue,
EL_SPPLAY_MINIGAME_B01_B_M01_FYL000_f,どこまでもいくよー！,سنمضي إلى أبعد مدى!,dialogue,
EL_SPPLAY_MINIGAME_B01_C_M01_FYL000_f,もう止まらないんだから！,لن أتوقّف بعد الآن!,dialogue,
EL_SPPLAY_MINIGAME_B01_D_M01_FYL000_f,びゅーんと前進～！,اندفاعٌ سريعٌ إلى الأمام!,dialogue,
EL_SPPLAY_MINIGAME_C01_A_M01_FYL000_f,それそれー！,هيّا هيّا!,dialogue,
EL_SPPLAY_MINIGAME_C01_B_M01_FYL000_f,お花をいっぱい咲かせるよ～！,سأُزهر الكثير من الورود!,dialogue,
EL_SPPLAY_MINIGAME_C01_C_M01_FYL000_f,すごい、こんなにできるなんて！,رائع، لم أتوقّع أن أقدر على هذا!,dialogue,
EL_SPPLAY_MINIGAME_C01_D_M01_FYL000_f,ワタシの炎でどんどん咲かせちゃうから！,سأُزهرها واحدةً تلو الأخرى بلهبي!,dialogue,
EL_SPPLAY_MINIGAME_CLEAR1_A_M01_FYL000_f,すっごーい！　今までで一番だよー！,رائعٌ للغاية! هذا أفضل ما حقّقناه حتى الآن!,dialogue,
EL_SPPLAY_MINIGAME_CLEAR1_B_M01_FYL000_f,わあ！\nこの記録はすごいんじゃない？,واو!\nأليس هذا الرقم القياسي مذهلًا؟,dialogue,
EL_SPPLAY_MINIGAME_CLEAR1_C_M01_FYL000_f,えへへ、こんなところかな！,هيهي، هذا ما تمكّنّا منه على الأقل!,dialogue,
EL_SPPLAY_MINIGAME_CLEAR1_D_M01_FYL000_f,おつかれさま～！\nとってもいい練習になったよ！,أحسنت!\nكان هذا تدريبًا جيّدًا جدًّا!,dialogue,
EL_SPPLAY_MINIGAME_CLEAR2_A_M01_FYL000_f,またやろうよ、エリオット！\n次は、もっとできそうな気がする！,فلنلعب مجدّدًا يا إليوت!\nأشعر أنّنا سنبلي بلاءً أفضل في المرّة القادمة!,dialogue,
EL_SPPLAY_MINIGAME_CLEAR2_B_M01_FYL000_f,ここで終わりじゃないよね？\n次の挑戦、しようよ！,لم ينتهِ الأمر هنا، أليس كذلك؟\nفلنخُض التحدّي التالي!,dialogue,
EL_SPPLAY_MINIGAME_CLEAR2_C_M01_FYL000_f,楽しかった～！\nでも、まだまだ遊び足りないよ！,كان ممتعًا!\nلكنّني لم أكتفِ من اللعب بعد!,dialogue,
EL_SPPLAY_MINIGAME_CLEAR2_D_M01_FYL000_f,あーん、もう一回！,آه، مرّةً أخرى!,dialogue,
EL_SPPLAY_MINIGAME_CLEAR3_A_M01_FYL000_f,わーい！　新しい音楽だー！,ياي! موسيقى جديدة!,dialogue,
EL_SPPLAY_MINIGAME_CLEAR4_A_M01_FYL000_f,音楽、ぜーんぶ集まったよ！\nすごいでしょ？,جمعنا الموسيقى كلّها!\nأليس هذا رائعًا؟,dialogue,
EL_SPPLAY_MINIGAME_D01_A_M01_FYL000_f,いけいけー！,هيّا هيّا!,dialogue,
EL_SPPLAY_MINIGAME_D01_B_M01_FYL000_f,のがさず、とってこー！,لا تدعها تفلت، أمسكها!,dialogue,
EL_SPPLAY_MINIGAME_D01_C_M01_FYL000_f,ワタシたちの息、ぴったりだね！,تناغمنا تامٌّ، أليس كذلك!,dialogue,
EL_SPPLAY_MINIGAME_D01_D_M01_FYL000_f,力を合わせていくよ！,سنوحّد قوانا!,dialogue,
EL_SPPLAY_MINIGAME_D01_E_M01_FYL000_f,ワタシたちなら、やれるよ！,نحن قادران على ذلك!,dialogue,
EL_SPPLAY_MINIGAME_E01_A_M01_FYL000_f,いっぱい集めちゃうよー！,سأجمع الكثير منها!,dialogue,
EL_SPPLAY_MINIGAME_E01_B_M01_FYL000_f,うん、いい調子！,أجل، الأمور تسير على ما يُرام!,dialogue,
EL_SPPLAY_MINIGAME_E01_C_M01_FYL000_f,たくさん集まってきた！,اجتمع الكثير منها!,dialogue,
EL_SPPLAY_MINIGAME_E01_D_M01_FYL000_f,カゴにたくさん入れちゃうねー！,سأملأ السلّة بالكثير منها!,dialogue,
EL_SPPLAY_MINIGAME_EXIT_A_M01_FYL000_f,おつかれさま～！\nまたやろうね！,أحسنت!\nفلنلعب مجدّدًا!,dialogue,
EL_SPPLAY_MINIGAME_EXIT_B_M01_FYL000_f,あー、楽しかった！\nまた一緒に遊ぼうね！,آه، كان ممتعًا!\nفلنلعب معًا مرّةً أخرى!,dialogue,
EL_SPPLAY_MINIGAME_EXIT_C_M01_FYL000_f,一緒に遊んでくれて、ありがとう！\nまた挑戦しようね！,شكرًا لأنّك لعبت معي!\nفلنخُض التحدّي مجدّدًا!,dialogue,
EL_SPPLAY_MINIGAME_FAILED_A_M01_FYL000_f,おしい～！,كدنا ننجح!,dialogue,
EL_SPPLAY_MINIGAME_FAILED_B_M01_FYL000_f,あきらめないよ！,لن أستسلم!,dialogue,
EL_SPPLAY_MINIGAME_FAILED_C_M01_FYL000_f,次こそ、成功させるから！,سأنجح في المرّة القادمة حتمًا!,dialogue,
EL_SPPLAY_MINIGAME_FAILED_D_M01_FYL000_f,まだまだ、こんなものじゃないよ！,لم أبلغ أقصى قدراتي بعد!,dialogue,
EL_SPPLAY_MINIGAME_FAILED_E_M01_FYL000_f,ワタシ、もっと頑張れるからね！,أنا قادرةٌ على بذل المزيد!,dialogue,
EL_SPPLAY_MINIGAME_MISSED_A_M01_FYL000_f,大丈夫、まだいけるよ！,لا بأس، ما زال بإمكاننا المتابعة!,dialogue,
EL_SPPLAY_MINIGAME_MISSED_B_M01_FYL000_f,くじけないよー！,لن أنهار!,dialogue,
EL_SPPLAY_MINIGAME_MISSED_C_M01_FYL000_f,難しいー！,صعبٌ جدًّا!,dialogue,
EL_SPPLAY_MINIGAME_MISSED_D_M01_FYL000_f,まだまだー！,ما زال أمامنا الكثير!,dialogue,
EL_SPPLAY_MINIGAME_MISSED_E_M01_FYL000_f,あきらめないんだから！,لن أستسلم أبدًا!,dialogue,
EL_SPPLAY_MINIGAME_START01_A_M01_FYL000_f,よーし、やるぞー！,حسنًا، هيّا بنا!,dialogue,
EL_SPPLAY_MINIGAME_START01_A_M02_FYL000_f,ちゃんとルールも確認しなきゃ！,علينا التحقّق من القواعد جيّدًا!,dialogue,
EL_SPPLAY_MINIGAME_START02_A_M01_FYL000_f,よーし、遊ぶぞー！,حسنًا، هيّا نلعب!,dialogue,
EL_SPPLAY_MINIGAME_START02_B_M01_FYL000_f,最高記録、めざしちゃうぞー！,سأسعى لتحقيق الرقم القياسي الأعلى!,dialogue,
EL_SPPLAY_MINIGAME_START02_C_M01_FYL000_f,今回もがんばるよ！,سأبذل قصارى جهدي هذه المرّة أيضًا!,dialogue,
EL_SPPLAY_MINIGAME_START_A01_A_M01_FYL000_f,うまく足場に乗って、頂上を目指すよ！\n落ちないように、気をつけて！,سنتنقّل بمهارةٍ على المواطئ ونبلغ القمّة!\nاحترس كي لا تسقط!,dialogue,
EL_SPPLAY_MINIGAME_START_B01_A_M01_FYL000_f,氷の柱をよけながら、思いきり進もう！\n止まると、雪崩にまきこまれちゃうよ！,فلنتفادَ الأعمدة الجليدية ونمضِ بكلّ قوّة!\nإن توقّفنا فسيجرفنا الانهيار الثلجي!,dialogue,
EL_SPPLAY_MINIGAME_START_C01_A_M01_FYL000_f,流れてくるお花に灯りをつけよう！\nきれいに咲いてくれるはずだよ！,فلنُضئ الورود المتدفّقة نحونا!\nستتفتّح جميلةً بالتأكيد!,dialogue,
EL_SPPLAY_MINIGAME_START_D01_A_M01_FYL000_f,キラキラがいっぱいだー！\n二人で力を合わせて、たくさん集めよう！,هناك الكثير من اللمعان!\nفلنوحّد قوانا معًا ونجمع الكثير!,dialogue,
EL_SPPLAY_MINIGAME_START_E01_A_M01_FYL000_f,木の上から、いろんな実が落ちてくるよ！\nワタシの力で、どんどん集めよう！,تتساقط ثمارٌ شتّى من أعلى الشجرة!\nفلنجمعها واحدةً تلو الأخرى بقوّتي!,dialogue,
EL_SPPLAY_MINIGAME_START_F01_A_M01_FYL000_f,よーし、もう一回！,حسنًا، مرّةً أخرى!,dialogue,
EL_SPPLAY_MINIGAME_START_F01_B_M01_FYL000_f,今度は、もっとすごいところを見せちゃうよ！,هذه المرّة سأُريك أداءً أروع بكثير!,dialogue,
EL_SPPLAY_MINIGAME_START_F01_C_M01_FYL000_f,気合い十分！　いっくよー！,عزيمتي كاملة! هيّا بنا!,dialogue,
EL_SPPLAY_MINIGAME_TREASURE_A_M01_FYL000_f,わあ、きれいな音がする！,واو، يصدر صوتٌ جميل!,dialogue,
EL_SPPLAY_MINIGAME_TREASURE_B_M01_FYL000_f,思い出の音楽、みーつけた！,موسيقى الذكريات، وجدتُها!,dialogue,
EL_SPPLAY_MINIGAME_TREASURE_C_M01_FYL000_f,ワタシ、この音好きかも！,ربّما أحبّ هذا الصوت!,dialogue,
EL_SPPLAY_MINIGAME_UPDATE_A_M01_FYL000_f,今、すっごく調子いいよ！,أنا في حالةٍ ممتازةٍ جدًّا الآن!,dialogue,
EL_SPPLAY_MINIGAME_UPDATE_B_M01_FYL000_f,このままいくと、すごい記録を出せるかも！,إن واصلنا هكذا، فقد نحقّق رقمًا قياسيًّا مذهلًا!,dialogue,
EL_SPPLAY_NOTEGET_01_A_M01_FYL000_f,この本、時の扉について書いてあるんだ！\nたしか、エリオットが遺跡で見つけたんだよね？,هذا الكتاب يتحدث عن باب الزمن!\nأظن أن إليوت وجده في الأطلال، أليس كذلك؟,dialogue,
EL_SPPLAY_NOTEGET_01_A_M01_NPC0010_f,エリオットが霧の遺跡で見つけた古文書ですね。\n時の扉のことは、本当に驚きました……,إنها المخطوطة القديمة التي وجدها إليوت في أطلال الضباب.\nلقد أدهشني أمر باب الزمن حقًّا…,dialogue,
EL_SPPLAY_NOTEGET_02_A_M01_FYL000_f,ミュー族はずっと、すごい戦いを続けてたんだね。\n破壊の竜、どんなやつなんだろう……,ظلّت قبيلة ميو تخوض معارك عظيمة طوال الوقت.\nيا تُرى، كيف يبدو تنين الدمار…,dialogue,
EL_SPPLAY_NOTEGET_03_B_M02_FYL000_f,この剣には、ミュー族の人たちの想いが\nこめられているのかもしれないね！,ربما تكون مشاعر أبناء قبيلة ميو\nقد أودِعت في هذا السيف!,dialogue,
EL_SPPLAY_NOTEGET_04_A_M01_FYL000_f,『英雄王の冒険譚』、ワタシも読んでみたいなあ！\nそれにしてもこの人、英雄王さんと仲よしなのかな？,«ملحمة مغامرات الملك البطل»، أتمنى أنا أيضًا أن أقرأها!\nومع ذلك، أيكون هذا الشخص صديقًا حميمًا للملك البطل؟,dialogue,
EL_SPPLAY_NOTEGET_04_A_M01_NPC0010_f,『英雄王の冒険譚』は私も愛読していましたよ。\nこの方、英雄王ととても仲が良いのですね。,«ملحمة مغامرات الملك البطل» كنتُ أنا أيضًا أحب قراءتها.\nيبدو أن هذا الشخص على صداقة وثيقة جدًّا بالملك البطل.,dialogue,
EL_SPPLAY_NOTEGET_05_A_M01_FYL000_f,英雄王さんは、ここに冒険家が来るって\n信じてたのかな？,أكان الملك البطل يؤمن بأن مغامرًا\nسيأتي إلى هنا؟,dialogue,
EL_SPPLAY_NOTEGET_05_A_M02_FYL000_f,もしエリオットが英雄王さんと会えたら、\nとっても仲よくなれそうだね！,لو استطاع إليوت أن يلتقي الملك البطل،\nلصارا صديقين حميمين جدًّا على ما يبدو!,dialogue,
EL_SPPLAY_NOTEGET_06_A_M01_FYL000_f,歴史についての本？\nワタシたちが行った時代のことも書いてあるかな！,كتاب عن التاريخ؟\nيا تُرى، هل فيه ذكرٌ للعصور التي ذهبنا إليها أيضًا!,dialogue,
EL_SPPLAY_NOTEGET_06_A_M01_NPC0010_f,この地で暮らした人々の紡いだ歴史の果てに\n私たちの王国は存在しているのですね……,في نهاية التاريخ الذي نسجه أناسٌ عاشوا في هذه الأرض\nيوجد مملكتنا، أليس كذلك…,dialogue,
EL_SPPLAY_NOTEGET_07_A_M01_FYL000_f,とある旅人さん？\nどんな人なんだろう？,مسافرٌ ما؟\nيا تُرى، أيّ نوع من الناس هو؟,dialogue,
EL_SPPLAY_NOTEGET_07_A_M01_NPC0010_f,こんな場所に手記が？\nいったい誰が残したのでしょう。,مذكّرات في مكان كهذا؟\nيا تُرى، من الذي تركها؟,dialogue,
EL_SPPLAY_NOTEGET_08_A_M01_FYL000_f,時の扉の近くにあるってことは……\nこの人も時を渡ったのかな？,ما دامت قريبة من باب الزمن…\nفهل عبر هذا الشخص أيضًا الزمن؟,dialogue,
EL_SPPLAY_NOTEGET_08_A_M01_NPC0010_f,この手記は……\n他にも、時を渡った方がいるのでしょうか。,هذه المذكّرات…\nأيكون هناك آخرون عبروا الزمن أيضًا؟,dialogue,
EL_SPPLAY_NOTEGET_09_A_M01_FYL000_f,カイフリードは誰にも負けない、\n強い王様になりたかったんだね……でも……,أراد كايفرايد أن يصير ملكًا قويًّا\nلا يُهزم من أحد… ولكن…,dialogue,
EL_SPPLAY_NOTEGET_09_A_M02_FYL000_f,うまく言えないけど……どんなに力が強くても、\n近くに誰もいなかったら寂しいだけだと思うんだ……,لا أعرف كيف أعبّر، لكن… مهما عظُمت قوة المرء،\nإن لم يكن أحدٌ بجانبه، فلن يشعر إلا بالوحدة…,dialogue,
EL_SPPLAY_NOTEGET_10_A_M01_FYL000_f,ねえ、エリオット。\n不思議な剣と奥義って、もしかして……,أصغِ يا إليوت.\nالسيف العجيب والسرّ الخفيّ، أيكونان…,dialogue,
EL_SPPLAY_NOTEGET_10_A_M02_FYL000_f,はっきりとはわからないけど……ひとつひとつの\n小さな繋がりが、未来をつくってるのかもしれないね。,لا أعرف على وجه اليقين… لكن ربما تكون كلُّ\nرابطة صغيرة تصنع المستقبل، واحدةً تلو الأخرى.,dialogue,
EL_SPPLAY_NOTEGET_11_A_M01_FYL000_f,手記に書かれてる碑文の内容……\nなんでかわからないけど、すごくひきこまれたな。,محتوى النقش المكتوب في المذكّرات…\nلا أدري لماذا، لكنه استهواني كثيرًا.,dialogue,
EL_SPPLAY_NOTEGET_11_A_M02_FYL000_f,ひとりぼっちになっても、この人はあきらめずに\n頑張ったんだよね……どんな人なんだろう。,حتى حين بقي وحيدًا تمامًا، لم ييأس هذا الشخص\nبل ثابر… يا تُرى، أيّ نوع من الناس هو.,dialogue,
EL_SPPLAY_NOTE_01_A_M01_FYL000_f,見つけた手記は、ここにそろってるんだね！\nどんどん集めてみようよ！,المذكّرات التي وجدناها مجموعةٌ كلها هنا!\nهيا نجمع المزيد والمزيد!,dialogue,
